constituency_id,state_id,state_name,constituency_name,raw_caption,reservation_category,canonical_state_key
410,129,Telangana,Nagarkurnool,NAGARKURNOOL(SC),SC,telangana
411,129,Telangana,Malkajgiri,MALKAJGIRI,General,telangana
412,129,Telangana,Zahirabad,ZAHIRABAD,General,telangana
413,129,Telangana,Peddapalle,PEDDAPALLE,General,telangana
414,129,Telangana,Nalgonda,NALGONDA,General,telangana
415,129,Telangana,Bhongir,BHONGIR,General,telangana
97,10,The Dadra And Nagar Haveli And Daman And Diu,Daman And Diu,DAMAN AND DIU,General,dadra and nagar haveli and daman and diu
548,10,The Dadra And Nagar Haveli And Daman And Diu,Dadra & Nagar Haveli,DADRA & NAGAR HAVELI (ST),ST,dadra and nagar haveli and daman and diu
416,31,Tripura,Tripura West,TRIPURA WEST,General,tripura
417,31,Tripura,Tripura East,TRIPURA EAST(ST),ST,tripura
418,33,Uttar Pradesh,Aligarh,ALIGARH,General,uttar pradesh
419,33,Uttar Pradesh,Barabanki,BARABANKI(SC),SC,uttar pradesh
420,33,Uttar Pradesh,Etawah,ETAWAH(SC),SC,uttar pradesh
421,33,Uttar Pradesh,Fatehpur,FATEHPUR,General,uttar pradesh
422,33,Uttar Pradesh,Firozabad,FIROZABAD,General,uttar pradesh
423,33,Uttar Pradesh,Bansgaon,BANSGAON(SC),SC,uttar pradesh
424,33,Uttar Pradesh,Gorakhpur,GORAKHPUR,General,uttar pradesh
425,33,Uttar Pradesh,Hardoi,HARDOI (SC),SC,uttar pradesh
426,33,Uttar Pradesh,Misrikh,MISRIKH(SC),SC,uttar pradesh
427,33,Uttar Pradesh,Unnao,UNNAO,General,uttar pradesh
428,33,Uttar Pradesh,Jaunpur,JAUNPUR,General,uttar pradesh
429,33,Uttar Pradesh,Machhlishahr,MACHHLISHAHR(SC),SC,uttar pradesh
430,33,Uttar Pradesh,Meerut,MEERUT,General,uttar pradesh
431,33,Uttar Pradesh,Robertsganj,ROBERTSGANJ(SC),SC,uttar pradesh
432,33,Uttar Pradesh,Amroha,AMROHA,General,uttar pradesh
433,33,Uttar Pradesh,Ghosi,GHOSI,General,uttar pradesh
434,33,Uttar Pradesh,Sant Kabir Nagar,SANT KABIR NAGAR,General,uttar pradesh
435,33,Uttar Pradesh,Baghpat,BAGHPAT,General,uttar pradesh
436,33,Uttar Pradesh,Chandauli,CHANDAULI,General,uttar pradesh
437,33,Uttar Pradesh,Badaun,BADAUN,General,uttar pradesh
438,33,Uttar Pradesh,Gonda,GONDA,General,uttar pradesh
439,33,Uttar Pradesh,Kaiserganj,KAISERGANJ,General,uttar pradesh
440,33,Uttar Pradesh,Kannauj,KANNAUJ,General,uttar pradesh
441,33,Uttar Pradesh,Muzaffarnagar,MUZAFFARNAGAR,General,uttar pradesh
442,33,Uttar Pradesh,Agra,AGRA(SC),SC,uttar pradesh
443,33,Uttar Pradesh,Fatehpur Sikri,FATEHPUR SIKRI,General,uttar pradesh
444,33,Uttar Pradesh,Allahabad,ALLAHABAD,General,uttar pradesh
445,33,Uttar Pradesh,Phulpur,PHULPUR,General,uttar pradesh
446,33,Uttar Pradesh,Bahraich,BAHRAICH(SC),SC,uttar pradesh
447,33,Uttar Pradesh,Ballia,BALLIA,General,uttar pradesh
448,33,Uttar Pradesh,Salempur,SALEMPUR,General,uttar pradesh
449,33,Uttar Pradesh,Farrukhabad,FARRUKHABAD,General,uttar pradesh
450,33,Uttar Pradesh,Ghaziabad,GHAZIABAD,General,uttar pradesh
451,33,Uttar Pradesh,Akbarpur,AKBARPUR,General,uttar pradesh
452,33,Uttar Pradesh,Kanpur,KANPUR,General,uttar pradesh
453,33,Uttar Pradesh,Mathura,MATHURA,General,uttar pradesh
454,33,Uttar Pradesh,Mirzapur,MIRZAPUR,General,uttar pradesh
455,33,Uttar Pradesh,Rampur,RAMPUR,General,uttar pradesh
456,33,Uttar Pradesh,Sitapur,SITAPUR,General,uttar pradesh
457,33,Uttar Pradesh,Varanasi,VARANASI,General,uttar pradesh
458,33,Uttar Pradesh,Amethi,AMETHI,General,uttar pradesh
459,33,Uttar Pradesh,Kushi Nagar,KUSHI NAGAR,General,uttar pradesh
460,33,Uttar Pradesh,Faizabad,FAIZABAD,General,uttar pradesh
461,33,Uttar Pradesh,Ghazipur,GHAZIPUR,General,uttar pradesh
462,33,Uttar Pradesh,Lucknow,LUCKNOW,General,uttar pradesh
463,33,Uttar Pradesh,Mohanlalganj,MOHANLALGANJ(SC),SC,uttar pradesh
464,33,Uttar Pradesh,Pilibhit,PILIBHIT,General,uttar pradesh
465,33,Uttar Pradesh,Saharanpur,SAHARANPUR,General,uttar pradesh
466,33,Uttar Pradesh,Kaushambi,KAUSHAMBI(SC),SC,uttar pradesh
467,33,Uttar Pradesh,Hamirpur_up,HAMIRPUR_UP,General,uttar pradesh
468,33,Uttar Pradesh,Azamgarh,AZAMGARH,General,uttar pradesh
469,33,Uttar Pradesh,Lalganj,LALGANJ (SC),SC,uttar pradesh
470,33,Uttar Pradesh,Aonla,AONLA,General,uttar pradesh
471,33,Uttar Pradesh,Bareilly,BAREILLY,General,uttar pradesh
472,33,Uttar Pradesh,Deoria,DEORIA,General,uttar pradesh
473,33,Uttar Pradesh,Jhansi,JHANSI,General,uttar pradesh
474,33,Uttar Pradesh,Kheri,KHERI,General,uttar pradesh
475,33,Uttar Pradesh,Dhaurahra,DHAURAHRA,General,uttar pradesh
476,33,Uttar Pradesh,Pratapgarh,PRATAPGARH,General,uttar pradesh
477,33,Uttar Pradesh,Shahjahanpur,SHAHJAHANPUR(SC),SC,uttar pradesh
478,33,Uttar Pradesh,Gautam Buddha Nagar,GAUTAM BUDDHA NAGAR,General,uttar pradesh
479,33,Uttar Pradesh,Maharajganj_up,MAHARAJGANJ_UP,General,uttar pradesh
480,33,Uttar Pradesh,Sambhal,SAMBHAL,General,uttar pradesh
481,33,Uttar Pradesh,Banda,BANDA,General,uttar pradesh
482,33,Uttar Pradesh,Etah,ETAH,General,uttar pradesh
483,33,Uttar Pradesh,Kairana,KAIRANA,General,uttar pradesh
484,33,Uttar Pradesh,Basti,BASTI,General,uttar pradesh
485,33,Uttar Pradesh,Bijnor,BIJNOR,General,uttar pradesh
486,33,Uttar Pradesh,Nagina,NAGINA(SC),SC,uttar pradesh
487,33,Uttar Pradesh,Bulandshahr,BULANDSHAHR(SC),SC,uttar pradesh
488,33,Uttar Pradesh,Jalaun,JALAUN(SC),SC,uttar pradesh
489,33,Uttar Pradesh,Mainpuri,MAINPURI,General,uttar pradesh
490,33,Uttar Pradesh,Rae Bareli,RAE BARELI,General,uttar pradesh
491,33,Uttar Pradesh,Domariyaganj,DOMARIYAGANJ,General,uttar pradesh
492,33,Uttar Pradesh,Ambedkar Nagar,AMBEDKAR NAGAR,General,uttar pradesh
493,33,Uttar Pradesh,Bhadohi,BHADOHI,General,uttar pradesh
494,33,Uttar Pradesh,Moradabad,MORADABAD,General,uttar pradesh
495,33,Uttar Pradesh,Sultanpur,SULTANPUR,General,uttar pradesh
496,33,Uttar Pradesh,Shrawasti,SHRAWASTI,General,uttar pradesh
497,33,Uttar Pradesh,Hathras,HATHRAS (SC),SC,uttar pradesh
498,32,Uttarakhand,Nainital Udham Singh Nag.,NAINITAL UDHAM SINGH NAG.,General,uttarakhand
499,32,Uttarakhand,Garhwal,GARHWAL,General,uttarakhand
500,32,Uttarakhand,Hardwar,HARDWAR,General,uttarakhand
501,32,Uttarakhand,Tehri Garhwal,TEHRI GARHWAL,General,uttarakhand
502,32,Uttarakhand,Almora,ALMORA(SC),SC,uttarakhand
503,34,West Bengal,Arambag,ARAMBAG(SC),SC,west bengal
504,34,West Bengal,Hooghly,HOOGHLY,General,west bengal
505,34,West Bengal,Sreerampur,SREERAMPUR,General,west bengal
506,34,West Bengal,Purulia,PURULIA,General,west bengal
507,34,West Bengal,Bankura,BANKURA,General,west bengal
508,34,West Bengal,Bishnupur,BISHNUPUR(SC),SC,west bengal
509,34,West Bengal,Krishnanagar,KRISHNANAGAR,General,west bengal
510,34,West Bengal,Ranaghat,RANAGHAT(SC),SC,west bengal
511,34,West Bengal,Darjeeling,DARJEELING,General,west bengal
512,34,West Bengal,Birbhum,BIRBHUM,General,west bengal
513,34,West Bengal,Bolpur,BOLPUR(SC),SC,west bengal
514,34,West Bengal,Coochbehar,COOCHBEHAR(SC),SC,west bengal
515,34,West Bengal,Kanthi,KANTHI,General,west bengal
516,34,West Bengal,Tamluk,TAMLUK,General,west bengal
517,34,West Bengal,Alipurduars,ALIPURDUARS(ST),ST,west bengal
518,34,West Bengal,Howrah,HOWRAH,General,west bengal
519,34,West Bengal,Uluberia,ULUBERIA,General,west bengal
520,34,West Bengal,Balurghat,BALURGHAT,General,west bengal
521,34,West Bengal,Baharampur,BAHARAMPUR,General,west bengal
522,34,West Bengal,Jangipur,JANGIPUR,General,west bengal
523,34,West Bengal,Murshidabad,MURSHIDABAD,General,west bengal
524,34,West Bengal,Diamond Harbour,DIAMOND HARBOUR,General,west bengal
525,34,West Bengal,Jadavpur,JADAVPUR,General,west bengal
526,34,West Bengal,Joynagar,JOYNAGAR(SC),SC,west bengal
527,34,West Bengal,Mathurapur,MATHURAPUR(SC),SC,west bengal
528,34,West Bengal,Kolkata Dakshin,KOLKATA DAKSHIN,General,west bengal
529,34,West Bengal,Kolkata Uttar,KOLKATA UTTAR,General,west bengal
530,34,West Bengal,Jalpaiguri,JALPAIGURI(SC),SC,west bengal
531,34,West Bengal,Maldaha Dakshin,MALDAHA DAKSHIN,General,west bengal
532,34,West Bengal,Maldaha Uttar,MALDAHA UTTAR,General,west bengal
533,34,West Bengal,Medinipur,MEDINIPUR,General,west bengal
534,34,West Bengal,Ghatal,GHATAL,General,west bengal
535,34,West Bengal,Barasat,BARASAT,General,west bengal
536,34,West Bengal,Barrackpur,BARRACKPUR,General,west bengal
537,34,West Bengal,Basirhat,BASIRHAT,General,west bengal
538,34,West Bengal,Dum Dum,DUM DUM,General,west bengal
539,34,West Bengal,Bangaon,BANGAON(SC),SC,west bengal
540,34,West Bengal,Raiganj,RAIGANJ,General,west bengal
541,34,West Bengal,Jhargram,JHARGRAM(ST),ST,west bengal
542,34,West Bengal,Asansol,ASANSOL,General,west bengal
543,34,West Bengal,Bardhaman-durgapur,BARDHAMAN-DURGAPUR,General,west bengal
544,34,West Bengal,Bardhaman Purba,BARDHAMAN PURBA(SC),SC,west bengal
