dataset_name,column_index,column_name,inferred_data_type,total_rows,non_null_count,null_count,null_percentage,unique_count,unique_percentage,duplicate_count,min_value,max_value,mean,median,std_dev,distribution_summary,sample_values,data_quality_issues
project_history.csv,8,metadata_json,STRING,68,68,0,0.0,64,94.12,4,"{""source"": ""e-SAKSHI MP Portal"", ""rec_amount"": 800000.0}","{""completion_cert_no"": ""CC/2024/019"", ""final_expenditure"": 1480000.0}",,,,"{""source"": ""e-SAKSHI MP Portal"", ""rec_amount"": 1500000.0}: 2 (2.9%); {""source"": ""e-SAKSHI MP Portal"", ""rec_amount"": 4500000.0}: 2 (2.9%); {""source"": ""e-SAKSHI MP Portal"", ""rec_amount"": 1800000.0}: 2 (2.9%); {""source"": ""e-SAKSHI MP Portal"", ""rec_amount"": 4000000.0}: 2 (2.9%); and 60 other distinct values","{""work_order_no"": ""WO/0012"", ""stipulated_time_months"": 6} | {""work_order_no"": ""WO/0002"", ""stipulated_time_months"": 6} | {""sanction_order"": ""DRDA/2024/SANC/002"", ""amount"": 2500000.0} | {""source"": ""e-SAKSHI MP Portal"", ""rec_amount"": 4000000.0}",No quality anomalies detected (Clean)
projects.csv,1,project_id,STRING,20,20,0,0.0,20,100.0,0,MPLADS-2024-0001,MPLADS-2024-0020,,,,MPLADS-2024-0001: 1 (5.0%); MPLADS-2024-0002: 1 (5.0%); MPLADS-2024-0003: 1 (5.0%); MPLADS-2024-0004: 1 (5.0%); and 16 other distinct values,MPLADS-2024-0009 | MPLADS-2024-0020 | MPLADS-2024-0001 | MPLADS-2024-0005,"Candidate Primary Key (100% unique, 0% null)"
projects.csv,2,project_code,STRING,20,20,0,0.0,20,100.0,0,PRJ-01-326-005,PRJ-36-200-010,,,,PRJ-34-532-001: 1 (5.0%); PRJ-33-480-002: 1 (5.0%); PRJ-28-358-003: 1 (5.0%); PRJ-34-533-004: 1 (5.0%); and 16 other distinct values,PRJ-01-326-005 | PRJ-06-079-006 | PRJ-06-078-008 | PRJ-34-533-004,"Candidate Primary Key (100% unique, 0% null)"
projects.csv,3,project_title,STRING,20,20,0,0.0,20,100.0,0,Community RO Plant,Piped Water Supply Pipeline Extension to SC Habitation,,,,Community RO Plant: 1 (5.0%); Additional Classrooms in Govt High School: 1 (5.0%); Primary Health Centre Sub-centre Upgradation: 1 (5.0%); Community Sanitary Complex with Solar Power: 1 (5.0%); and 16 other distinct values,Dialysis Unit Infrastructure at Sub-District Hospital | Multipurpose Community Hall for Village Panchayat | Community Sanitary Complex with Solar Power | Advanced Life Support (ALS) Ambulance Provision,"Candidate Primary Key (100% unique, 0% null)"
projects.csv,4,project_description,STRING,20,20,0,0.0,20,100.0,0,Community RO Plant in Maldaha Uttar Parliamentary Constituency.,Piped Water Supply Pipeline Extension to SC Habitation in Joynagar Parliamentary Constituency.,,,,Community RO Plant in Maldaha Uttar Parliamentary Constituency.: 1 (5.0%); Additional Classrooms in Govt High School in Sambhal Parliamentary Constituency.: 1 (5.0%); Primary Health Centre Sub-centre Upgradation in Pali Parliamentary Constituency.: 1 (5.0%); Community Sanitary Complex with Solar Power in Medinipur Parliamentary Constituency.: 1 (5.0%); and 16 other distinct values,Additional Classrooms in Govt High School in Sambhal Parliamentary Constituency. | Community Sanitary Complex with Solar Power in Medinipur Parliamentary Constituency. | Installation of 50 Solar High Mast LED Lights in Paschim Champaran Parliamentary Constituency. | Primary Health Centre Sub-centre Upgradation in Pali Parliamentary Constituency.,"Candidate Primary Key (100% unique, 0% null)"
projects.csv,5,sector,STRING,20,20,0,0.0,8,40.0,12,Health,Community Infrastructure,,,,Drinking Water: 4 (20.0%); Education: 3 (15.0%); Health: 3 (15.0%); Sanitation: 3 (15.0%); and 4 other distinct values,Community Infrastructure | Irrigation | Electricity | Health,No quality anomalies detected (Clean)
projects.csv,6,sub_sector,STRING,20,20,0,0.0,8,40.0,12,Health,Community Infrastructure,,,,Drinking Water: 4 (20.0%); Education: 3 (15.0%); Health: 3 (15.0%); Sanitation: 3 (15.0%); and 4 other distinct values,Community Infrastructure | Irrigation | Electricity | Health,No quality anomalies detected (Clean)
projects.csv,7,state_id,INTEGER,20,20,0,0.0,11,55.0,9,1,36,20.80,23.00,13.09,Min: 1 | Q1: 6.00 | Med: 23.00 | Q3: 33.25 | Max: 36,34 | 33 | 14 | 36,No quality anomalies detected (Clean)
projects.csv,8,constituency_id,INTEGER,20,20,0,0.0,20,100.0,0,8,533,284.10,263.00,188.98,Min: 8 | Q1: 84.25 | Med: 263.00 | Q3: 482.50 | Max: 533,532 | 516 | 74 | 431,"Candidate Primary Key (100% unique, 0% null)"
projects.csv,9,district_name,STRING,20,20,0,0.0,20,100.0,0,Durg District,Paschim Champaran District,,,,Maldaha Uttar District: 1 (5.0%); Sambhal District: 1 (5.0%); Pali District: 1 (5.0%); Medinipur District: 1 (5.0%); and 16 other distinct values,Bapatla District | Maldaha Uttar District | Sambhal District | Medinipur District,"Candidate Primary Key (100% unique, 0% null)"
projects.csv,10,block_name,STRING,20,20,0,0.0,20,100.0,0,Durg Block,Paschim Champaran Block,,,,Maldaha Uttar Block: 1 (5.0%); Sambhal Block: 1 (5.0%); Pali Block: 1 (5.0%); Medinipur Block: 1 (5.0%); and 16 other distinct values,Durg Block | Joynagar Block | Rae Bareli Block | Paschim Champaran Block,"Candidate Primary Key (100% unique, 0% null)"
projects.csv,11,implementing_agency,STRING,20,20,0,0.0,1,5.0,19,District Rural Development Agency (DRDA),District Rural Development Agency (DRDA),,,,District Rural Development Agency (DRDA): 20 (100.0%),District Rural Development Agency (DRDA),Single unique value across all rows
projects.csv,12,mp_name,STRING,20,20,0,0.0,20,100.0,0,Hon MP of Durg,Hon MP of Paschim Champaran,,,,Hon MP of Maldaha Uttar: 1 (5.0%); Hon MP of Sambhal: 1 (5.0%); Hon MP of Pali: 1 (5.0%); Hon MP of Medinipur: 1 (5.0%); and 16 other distinct values,Hon MP of Chalakudy | Hon MP of Gorakhpur | Hon MP of Sambhal | Hon MP of Darbhanga,"Candidate Primary Key (100% unique, 0% null)"
projects.csv,13,house_of_parliament,STRING,20,20,0,0.0,1,5.0,19,Lok Sabha,Lok Sabha,,,,Lok Sabha: 20 (100.0%),Lok Sabha,Single unique value across all rows
projects.csv,14,financial_year,STRING,20,20,0,0.0,1,5.0,19,2024-25,2024-25,,,,2024-25: 20 (100.0%),2024-25,Single unique value across all rows
projects.csv,15,current_status,STRING,20,20,0,0.0,4,20.0,16,Stalled,Work Order Issued,,,,Completed: 8 (40.0%); In Progress: 8 (40.0%); Stalled: 2 (10.0%); Work Order Issued: 2 (10.0%),Work Order Issued | Stalled | Completed | In Progress,No quality anomalies detected (Clean)
projects.csv,16,recommendation_date,DATE,20,20,0,0.0,20,100.0,0,2024-06-02,2024-07-25,,,,2024-06-15: 1 (5.0%); 2024-06-20: 1 (5.0%); 2024-07-01: 1 (5.0%); 2024-06-10: 1 (5.0%); and 16 other distinct values,2024-06-14 | 2024-06-22 | 2024-06-25 | 2024-06-02,"Candidate Primary Key (100% unique, 0% null)"
projects.csv,17,sanction_date,DATE,20,20,0,0.0,19,95.0,1,2024-06-28,2024-09-05,,,,2024-07-10: 2 (10.0%); 2024-08-01: 1 (5.0%); 2024-08-15: 1 (5.0%); 2024-06-28: 1 (5.0%); and 15 other distinct values,2024-08-15 | 2024-07-16 | 2024-08-25 | 2024-08-01,No quality anomalies detected (Clean)
projects.csv,18,work_order_date,DATE,20,20,0,0.0,20,100.0,0,2024-07-10,2024-09-28,,,,2024-07-25: 1 (5.0%); 2024-08-20: 1 (5.0%); 2024-09-05: 1 (5.0%); 2024-07-15: 1 (5.0%); and 16 other distinct values,2024-09-15 | 2024-08-01 | 2024-09-12 | 2024-08-28,"Candidate Primary Key (100% unique, 0% null)"
projects.csv,19,expected_completion_date,DATE,20,20,0,0.0,18,90.0,2,2024-08-30,2025-05-31,,,,2025-03-31: 2 (10.0%); 2025-02-28: 2 (10.0%); 2024-11-30: 1 (5.0%); 2025-01-31: 1 (5.0%); and 14 other distinct values,2024-11-15 | 2025-04-30 | 2024-08-30 | 2024-09-30,No quality anomalies detected (Clean)
projects.csv,20,actual_completion_date,DATE,20,8,12,60.0,8,100.0,0,2024-08-28,2024-11-20,,,,2024-11-20: 1 (12.5%); 2024-10-10: 1 (12.5%); 2024-09-25: 1 (12.5%); 2024-08-28: 1 (12.5%); and 4 other distinct values,2024-08-28 | 2024-11-10 | 2024-10-25 | 2024-11-20,Critical missingness (>50% null: 60.0%)
risk_factors.csv,1,risk_score_id,INTEGER,22,22,0,0.0,20,90.91,2,1,20,10.59,10.50,5.84,Min: 1 | Q1: 5.25 | Med: 10.50 | Q3: 15.75 | Max: 20,3 | 5 | 10 | 15,No quality anomalies detected (Clean)
risk_factors.csv,2,project_id,STRING,22,22,0,0.0,20,90.91,2,MPLADS-2024-0001,MPLADS-2024-0020,,,,MPLADS-2024-0005: 2 (9.1%); MPLADS-2024-0018: 2 (9.1%); MPLADS-2024-0001: 1 (4.5%); MPLADS-2024-0002: 1 (4.5%); and 16 other distinct values,MPLADS-2024-0009 | MPLADS-2024-0020 | MPLADS-2024-0001 | MPLADS-2024-0005,No quality anomalies detected (Clean)
risk_factors.csv,3,factor_category,STRING,22,22,0,0.0,4,18.18,18,Delay in Tendering,Agency Past Performance,,,,Agency Past Performance: 16 (72.7%); Contractor Inaction: 2 (9.1%); Monsoon Seasonality: 2 (9.1%); Delay in Tendering: 2 (9.1%),Contractor Inaction | Agency Past Performance | Delay in Tendering | Monsoon Seasonality,No quality anomalies detected (Clean)
risk_factors.csv,4,factor_name,STRING,22,22,0,0.0,4,18.18,18,Prolonged Technical Evaluation Window,Experienced DRDA Division with Strong Completion Track Record,,,,Experienced DRDA Division with Strong Completion Track Record: 16 (72.7%); Contractor Default on Foundation Milestone: 2 (9.1%); Heavy Seasonal Waterlogging in Excavation Pit: 2 (9.1%); Prolonged Technical Evaluation Window: 2 (9.1%),Prolonged Technical Evaluation Window | Heavy Seasonal Waterlogging in Excavation Pit | Experienced DRDA Division with Strong Completion Track Record | Contractor Default on Foundation Milestone,No quality anomalies detected (Clean)
risk_factors.csv,5,factor_weight,FLOAT,22,22,0,0.0,4,18.18,18,0.10,0.45,0.17,0.10,0.12,Min: 0.10 | Q1: 0.10 | Med: 0.10 | Q3: 0.21 | Max: 0.45,0.45 | 0.1 | 0.25 | 0.35,No quality anomalies detected (Clean)
risk_factors.csv,6,factor_impact,STRING,22,22,0,0.0,3,13.64,19,Low,Critical,,,,Low: 16 (72.7%); Medium: 4 (18.2%); Critical: 2 (9.1%),Low | Medium | Critical,No quality anomalies detected (Clean)
risk_factors.csv,7,mitigation_recommendation,STRING,22,22,0,0.0,4,18.18,18,Maintain standard monthly progress reviews.,Issue final contractual show-cause notice and invoke bank guarantee if unresponsive within 14 days.,,,,Maintain standard monthly progress reviews.: 16 (72.7%); Issue final contractual show-cause notice and invoke bank guarantee if unresponsive within 14 days.: 2 (9.1%); Deploy high-capacity dewatering pumps and construct diversion channel.: 2 (9.1%); Expedite site handover and advance mobilization to contractor.: 2 (9.1%),Expedite site handover and advance mobilization to contractor. | Issue final contractual show-cause notice and invoke bank guarantee if unresponsive within 14 days. | Deploy high-capacity dewatering pumps and construct diversion channel. | Maintain standard monthly progress reviews.,No quality anomalies detected (Clean)
risk_factors.csv,8,is_mitigated,STRING,22,22,0,0.0,2,9.09,20,True,False,,,,True: 18 (81.8%); False: 4 (18.2%),True | False,No quality anomalies detected (Clean)
risk_scores.csv,1,risk_score_id,INTEGER,20,20,0,0.0,20,100.0,0,1,20,10.50,10.50,5.77,Min: 1 | Q1: 5.75 | Med: 10.50 | Q3: 15.25 | Max: 20,3 | 5 | 10 | 15,"Candidate Primary Key (100% unique, 0% null)"
risk_scores.csv,2,project_id,STRING,20,20,0,0.0,20,100.0,0,MPLADS-2024-0001,MPLADS-2024-0020,,,,MPLADS-2024-0001: 1 (5.0%); MPLADS-2024-0002: 1 (5.0%); MPLADS-2024-0003: 1 (5.0%); MPLADS-2024-0004: 1 (5.0%); and 16 other distinct values,MPLADS-2024-0009 | MPLADS-2024-0020 | MPLADS-2024-0001 | MPLADS-2024-0005,"Candidate Primary Key (100% unique, 0% null)"
risk_scores.csv,3,overall_risk_score,FLOAT,20,20,0,0.0,4,20.0,16,5.00,78.50,25.25,28.00,21.88,Min: 5.00 | Q1: 5.00 | Med: 28.00 | Q3: 28.00 | Max: 78.50,28.0 | 5.0 | 42.0 | 78.5,No quality anomalies detected (Clean)
risk_scores.csv,4,delay_risk_score,FLOAT,20,20,0,0.0,4,20.0,16,0.00,85.00,23.00,25.00,25.42,Min: 0.00 | Q1: 0.00 | Med: 25.00 | Q3: 25.00 | Max: 85.00,25.0 | 85.0 | 45.0 | 0.0,No quality anomalies detected (Clean)
risk_scores.csv,5,cost_overrun_risk_score,FLOAT,20,20,0,0.0,4,20.0,16,0.00,65.00,17.50,20.00,19.14,Min: 0.00 | Q1: 0.00 | Med: 20.00 | Q3: 20.00 | Max: 65.00,65.0 | 20.0 | 30.0 | 0.0,No quality anomalies detected (Clean)
risk_scores.csv,6,non_completion_risk_score,FLOAT,20,20,0,0.0,4,20.0,16,0.00,72.00,15.70,15.00,20.60,Min: 0.00 | Q1: 0.00 | Med: 15.00 | Q3: 15.00 | Max: 72.00,15.0 | 25.0 | 72.0 | 0.0,No quality anomalies detected (Clean)
risk_scores.csv,7,leakage_risk_score,FLOAT,20,20,0,0.0,4,20.0,16,5.00,25.00,10.00,10.00,5.92,Min: 5.00 | Q1: 5.00 | Med: 10.00 | Q3: 10.00 | Max: 25.00,15.0 | 25.0 | 5.0 | 10.0,No quality anomalies detected (Clean)
risk_scores.csv,8,risk_level,STRING,20,20,0,0.0,3,15.0,17,Low,Moderate,,,,Low: 16 (80.0%); High: 2 (10.0%); Moderate: 2 (10.0%),Low | High | Moderate,No quality anomalies detected (Clean)
risk_scores.csv,9,confidence_score,FLOAT,20,20,0,0.0,1,5.0,19,0.92,0.92,0.92,0.92,0.00,Min: 0.92 | Q1: 0.92 | Med: 0.92 | Q3: 0.92 | Max: 0.92,0.92,Constant column (zero variance); Single unique value across all rows
risk_scores.csv,10,assessment_date,DATE,20,20,0,0.0,1,5.0,19,2024-11-15,2024-11-15,,,,2024-11-15: 20 (100.0%),2024-11-15,Single unique value across all rows
risk_scores.csv,11,model_version,STRING,20,20,0,0.0,1,5.0,19,v1.0,v1.0,,,,v1.0: 20 (100.0%),v1.0,Single unique value across all rows
union_budget_mplads_1993_2025.csv,1,financial_year,STRING,33,33,0,0.0,33,100.0,0,1993-94,2025-26,,,,1993-94: 1 (3.0%); 1994-95: 1 (3.0%); 1995-96: 1 (3.0%); 1996-97: 1 (3.0%); and 29 other distinct values,2015-16 | 1993-94 | 2004-05 | 2005-06,"Candidate Primary Key (100% unique, 0% null)"
union_budget_mplads_1993_2025.csv,2,entitlement_per_mp_cr,FLOAT,33,33,0,0.0,5,15.15,28,0.00,5.00,2.94,2.00,1.74,Min: 0.00 | Q1: 2.00 | Med: 2.00 | Q3: 5.00 | Max: 5.00,0.0 | 5.0 | 2.0 | 0.05,No quality anomalies detected (Clean)
union_budget_mplads_1993_2025.csv,3,budget_estimate_cr,FLOAT,33,33,0,0.0,5,15.15,28,200.00,3965.00,2329.09,1580.00,1351.70,Min: 200.00 | Q1: 1580.00 | Med: 1580.00 | Q3: 3950.00 | Max: 3965.00,200.0 | 1580.0 | 3950.0 | 790.0,No quality anomalies detected (Clean)
union_budget_mplads_1993_2025.csv,4,revised_estimate_cr,FLOAT,33,32,1,3.03,20,62.5,12,100.00,3950.00,2143.91,1590.00,1249.73,Min: 100.00 | Q1: 1370.00 | Med: 1590.00 | Q3: 3500.00 | Max: 3950.00,2080.0 | 2492.0 | 100.0 | 1600.0,No quality anomalies detected (Clean)
union_budget_mplads_1993_2025.csv,5,actual_expenditure_cr,FLOAT,33,32,1,3.03,32,100.0,0,99.40,3949.50,2131.18,1590.00,1240.48,Min: 99.40 | Q1: 1370.00 | Med: 1590.00 | Q3: 3491.15 | Max: 3949.50,3949.5 | 2080.0 | 3949.0 | 3894.0,No quality anomalies detected (Clean)
union_budget_mplads_1993_2025.csv,6,be_vs_actual_variance_cr,FLOAT,33,32,1,3.03,31,96.88,1,-3865.60,1370.00,-147.26,-20.50,816.97,Min: -3865.60 | Q1: -134.54 | Med: -20.50 | Q3: -0.50 | Max: 1370.00,-4.5 | 0.0 | 20.0 | -635.5,No quality anomalies detected (Clean)
union_budget_mplads_1993_2025.csv,7,major_head,INTEGER,33,33,0,0.0,1,3.03,32,3475,3475,3475.00,3475.00,0.00,Min: 3475 | Q1: 3475.00 | Med: 3475.00 | Q3: 3475.00 | Max: 3475,3475,Constant column (zero variance); Single unique value across all rows
union_budget_mplads_1993_2025.csv,8,status_notes,STRING,33,33,0,0.0,11,33.33,22,Implemented,e-SAKSHI & CNA Reform Operational,,,,Implemented: 23 (69.7%); Inception Year (Dec 1993): 1 (3.0%); Entitlement raised to 2 Cr: 1 (3.0%); Entitlement raised to 5 Cr: 1 (3.0%); and 7 other distinct values,Suspended for COVID-19 relief | Implemented | Entitlement raised to 2 Cr | Budget Estimate (Target),No quality anomalies detected (Clean)
